| sim_libid | ra         | decl       |
|      1503 | 316.035797 | -25.698246 |
|      2625 | 316.107849 |  -0.449543 |
|       854 | 316.375275 | -42.492844 |
|       952 | 316.690796 | -39.706947 |
|      1065 |   316.9841 |     -36.91 |
|      1175 | 317.284607 | -34.079071 |
|      1630 | 317.300415 | -22.717089 |
|      1850 | 317.373138 | -17.696432 |
|      2051 |  317.45224 | -12.697604 |
|      2285 | 317.547821 |  -7.766615 |
|      2515 | 317.637665 |  -2.836428 |
|      1286 | 317.666351 | -31.161858 |
|      2741 | 317.722504 |   2.141029 |
|       338 | 318.247009 | -60.981159 |
|      1406 | 318.323486 | -28.079058 |
|       405 | 318.712311 | -58.173092 |
|      1755 | 318.989655 | -19.985971 |
|      1959 | 319.034088 | -14.992759 |
|      1533 | 319.038208 | -25.018776 |
|       467 | 319.092224 | -55.362965 |
|      2175 | 319.113373 | -10.096949 |
|      2405 | 319.188599 |   -5.20853 |
|      2627 | 319.256317 |  -0.279775 |
|       550 |  319.40564 | -52.555355 |
|       628 | 319.666901 | -49.754509 |
|       713 |  319.88739 | -46.963173 |
|       799 | 320.075378 | -44.182838 |
|       898 | 320.237793 |  -41.41362 |
|       998 | 320.379669 | -38.654083 |
|      1105 | 320.506165 | -35.901249 |
|      1201 | 320.626312 | -33.146584 |
|      1868 |  320.64917 | -17.269064 |
|      1660 | 320.658875 |  -22.26726 |
|      2078 | 320.706879 |  -12.41548 |
|      2293 | 320.763489 |  -7.570205 |
|      1312 | 320.782043 | -30.352955 |
|      2520 | 320.812805 |  -2.688031 |
|      2751 | 320.857971 |    2.26473 |
|      1440 | 321.397766 | -27.292673 |
|      1769 | 322.304108 | -19.534538 |
|      1977 | 322.334259 |  -14.73361 |
|      2189 | 322.366058 |   -9.93039 |
|      2415 | 322.393372 |  -5.090329 |
|      2641 | 322.417145 |  -0.187357 |
|      1551 | 322.428558 | -24.589401 |
|       428 | 323.999969 | -56.872421 |
|       655 | 323.999969 | -48.440544 |
|       827 | 323.999969 | -42.871223 |
|      1885 | 323.999969 | -17.080502 |
|      2093 | 323.999969 | -12.307019 |
|      2529 | 323.999969 |  -2.635033 |
|       363 |        324 | -59.692635 |
|       500 |        324 | -54.054386 |
|       574 |        324 |  -51.24271 |
|       739 |        324 | -45.649899 |
|       924 |        324 | -40.103664 |
|      1025 |        324 | -37.345448 |
|      1130 |        324 | -34.591812 |
|      1238 |        324 | -31.829926 |
|      1343 |        324 | -28.996477 |
|      1455 |        324 | -26.565016 |
|      1675 |        324 | -21.837885 |
|      2300 |        324 |  -7.498127 |
|      2758 |        324 |   2.308103 |
|      1555 | 325.571411 | -24.589401 |
|      2645 | 325.582855 |  -0.187357 |
|      2411 | 325.606598 |  -5.090329 |
|      2195 | 325.633911 |  -9.930333 |
|      1979 |  325.66571 |  -14.73361 |
|      1773 | 325.695862 | -19.534538 |
|      1438 | 326.602203 |  -27.29273 |
|      2747 | 327.141998 |   2.264673 |
|      2525 | 327.187256 |  -2.687974 |
|      1320 | 327.217926 |  -30.35284 |
|      2287 | 327.236481 |  -7.570205 |
|      2076 | 327.293152 |  -12.41548 |
|      1658 | 327.341278 | -22.267317 |
|      1866 |  327.35083 | -17.269064 |
|      1197 | 327.373657 | -33.146584 |
|      1103 | 327.493805 | -35.901249 |
|      1000 |   327.6203 | -38.654083 |
|       900 | 327.762238 | -41.413563 |
|       803 |  327.92453 | -44.182838 |
|       715 | 328.112579 | -46.963173 |
|       626 | 328.333069 | -49.754509 |
|       548 |  328.59433 | -52.555355 |
|      2633 | 328.743652 |  -0.279718 |
|      2403 | 328.811432 |  -5.208587 |
|      2171 | 328.886658 | -10.097006 |
|       473 | 328.907806 | -55.362907 |
|      1531 | 328.961823 | -25.018776 |
|      1961 | 328.965881 | -14.992759 |
|      1753 | 329.010345 | -19.985971 |
|       403 |  329.28772 | -58.173149 |
|      1410 | 329.676544 |    -28.079 |
|       332 |  329.75296 | -60.981216 |
|      2745 | 330.277466 |   2.141029 |
|      1288 | 330.333557 | -31.161858 |
|      2507 | 330.362366 |  -2.836485 |
|      2283 | 330.452209 |  -7.766615 |
|      2047 | 330.547729 | -12.697604 |
|      1842 | 330.626831 | -17.696432 |
|      1622 | 330.699615 | -22.717146 |
|      1167 | 330.715363 | -34.079128 |
|      1061 | 331.015869 | -36.910057 |
|       960 | 331.309235 | -39.706947 |
|       860 | 331.624756 | -42.492725 |
|      2617 | 331.892151 |    -0.4496 |
|      1497 | 331.964172 | -25.698303 |
|       771 | 331.979248 | -45.277931 |
|      2391 | 331.994781 |  -5.419894 |
|      2165 | 332.102448 | -10.381709 |
|      1931 | 332.205231 | -15.390047 |
|      1721 | 332.324341 | -20.411678 |
|       683 | 332.386902 | -48.066631 |
|      1368 | 332.714813 | -28.778582 |
|       588 | 332.863953 | -50.859859 |
|      2731 | 333.402893 |   1.953156 |
|       510 | 333.429932 | -53.656067 |
|      1229 | 333.464233 |  -31.85038 |
|      2503 |  333.51828 |  -3.055527 |
|      2271 | 333.635498 |  -8.045531 |
|      2045 | 333.753998 | -13.065042 |
|      1600 | 333.824585 | -23.300648 |
|      1813 |  333.89856 | -18.092175 |
|      1123 | 334.042297 | -34.820019 |
|       438 | 334.109467 |  -56.45187 |
|      1018 | 334.543762 | -37.709217 |
|       369 | 334.934113 | -59.242233 |
|      1465 | 334.946991 | -26.341448 |
|      2609 | 335.025543 |  -0.674371 |
|       920 | 335.034882 | -40.550571 |
|      2385 | 335.151367 |  -5.689987 |
|      2153 | 335.279877 |  -10.72153 |
|      1921 | 335.438477 | -15.756282 |
|      1693 | 335.494232 | -20.916912 |
|       817 | 335.555206 | -43.366547 |
|      1336 | 335.782776 | -29.407574 |
|       311 | 335.944641 | -62.021133 |
|       729 | 336.132751 |   -46.1698 |
|      2725 | 336.518982 |   1.721051 |
|      1223 | 336.637756 | -32.459148 |
|      2487 | 336.653778 |   -3.31754 |
|      2261 | 336.788666 |  -8.360543 |
|       648 | 336.792969 | -48.966518 |
|      1571 | 336.859894 | -23.881338 |
|      2031 |   336.9534 | -13.403889 |
|      1803 | 337.073639 | -18.536674 |
|      1113 | 337.388611 | -35.441624 |
|       570 | 337.563171 | -51.758312 |
|      1450 | 337.959106 | -26.923689 |
|      1008 | 338.088928 | -38.359009 |
|      2603 | 338.145782 |    -0.9314 |
|      2373 | 338.285461 |  -5.984258 |
|      2143 | 338.450348 | -11.035855 |
|       495 | 338.475739 | -54.543175 |
|      1681 | 338.574066 | -21.430054 |
|      1915 | 338.603058 | -16.152023 |
|       906 | 338.791656 |  -41.22821 |
|      1328 |  338.89209 | -29.966267 |
|       809 | 339.538177 | -44.064865 |
|       419 | 339.570374 | -57.316635 |
|      2711 | 339.629852 |   1.464079 |
|      2483 | 339.774231 |  -3.595711 |
|      1215 | 339.858856 | -32.991997 |
|      1559 | 339.879089 | -24.415852 |
|      2255 | 339.935577 |  -8.654241 |
|      2017 | 340.102203 |  -13.75941 |
|      1795 | 340.174622 | -18.988165 |
|       717 | 340.364441 | -46.879463 |
|      1087 |  340.77066 | -35.966854 |
|       360 | 340.896606 |  -60.07222 |
|      1428 | 341.009125 |  -27.43895 |
|      2595 | 341.258545 |  -1.199487 |
|       636 | 341.305847 | -49.677334 |
|      2361 | 341.414276 |  -6.262085 |
|      2135 |  341.58316 | -11.358201 |
|      1670 | 341.615326 | -21.910364 |
|       982 | 341.663544 | -38.889282 |
|      1899 | 341.709351 |  -16.55023 |
|      1306 | 342.044739 | -30.452707 |
|       556 | 342.401459 | -52.459099 |
|       882 | 342.581848 | -41.767422 |
|      2705 | 342.741455 |   1.199544 |
|      2469 | 342.891174 |  -3.863741 |
|      1543 | 342.911102 | -24.889288 |
|      2243 | 343.055145 |  -8.950002 |
|      1195 | 343.127167 |  -33.44796 |
|      2013 | 343.206177 | -14.112409 |
|      1785 | 343.233124 | -19.413815 |
|       795 | 343.566681 | -44.610264 |
|       481 |  343.69693 | -55.221386 |
|      1420 | 344.098236 | -27.883507 |
|      1085 | 344.193726 | -36.402588 |
|      2583 | 344.370087 |  -1.464079 |
|      2351 | 344.525208 |  -6.538079 |
|      1650 | 344.648773 |  -22.33802 |
|       705 | 344.659332 | -47.424461 |
|      2121 | 344.682922 | -11.673499 |
|      1893 | 344.777588 | -16.924887 |
|      1298 | 345.239502 | -30.864147 |
|       415 | 345.245819 | -57.958061 |
|       978 | 345.273407 | -39.313728 |
|      2691 | 345.854218 |   0.931457 |
|       616 |   345.9039 | -50.212246 |
|      1523 | 345.966858 | -25.294598 |
|      2463 | 345.999023 |  -4.126729 |
|      2233 |   346.1521 |  -9.234647 |
|      1763 |  346.27359 |   -19.7934 |
|      2005 | 346.279358 | -14.441459 |
|       879 | 346.406494 | -42.184532 |
|      1181 |  346.43985 | -33.824677 |
|       348 |  347.11438 | -60.660992 |
|      1396 |  347.22467 |  -28.25421 |
|       536 | 347.349884 | -52.971725 |
|      2571 | 347.481079 |  -1.720993 |
|      2345 |  347.62323 |  -6.798832 |
|       783 |  347.63504 | -45.019127 |
|      1073 |  347.65686 | -36.750774 |
|      1640 | 347.690399 | -22.701847 |
|      2107 |  347.76001 | -11.963072 |
|      1872 |   347.8255 | -17.257202 |
|      1278 | 348.473053 | -31.197781 |
|       966 | 348.918304 | -39.639111 |
|      2681 | 348.974487 |   0.674371 |
|       691 | 349.004578 | -47.819229 |
|      1513 | 349.049225 | -25.626682 |
|       457 | 349.053925 | -55.697227 |
|      2449 | 349.103302 |   -4.37035 |
|      2225 | 349.234863 |  -9.490759 |
|      1745 | 349.311676 | -20.113398 |
|      1995 | 349.334656 | -14.729255 |
|      1159 | 349.791534 | -34.120209 |
|       862 |  350.26355 | -42.489864 |
|      1382 | 350.384888 | -28.547394 |
|       610 | 350.566284 | -50.583351 |
|      2563 | 350.597168 |  -1.953156 |
|      2329 | 350.715546 |  -7.027614 |
|      1620 | 350.747162 | -22.993999 |
|      2105 | 350.824127 | -12.210304 |
|      1860 | 350.866119 | -17.532394 |
|       395 | 351.081543 | -58.380329 |
|      1055 | 351.155396 | -37.011757 |
|       763 | 351.736542 | -45.302799 |
|      1266 |  351.73999 | -31.450914 |
|      2669 |  352.10788 |   0.449543 |
|      1493 |  352.15683 |  -25.88102 |
|      2439 | 352.209808 |  -4.576959 |
|      2211 | 352.311005 |  -9.702295 |
|      1733 | 352.355927 | -20.363379 |
|       526 | 352.377808 | -53.306046 |
|      1973 | 352.382233 | -14.960787 |
|       950 | 352.593475 | -39.869095 |
|      1155 | 353.175323 | -34.332432 |
|       673 | 353.387238 | -48.075283 |
|       330 | 353.511353 | -61.010952 |
|      1378 | 353.572998 | -28.759789 |
|      2555 | 353.722534 |  -2.140971 |
|      2319 | 353.807678 |  -7.207752 |
|      1606 | 353.820129 | -23.208227 |
|      2084 | 353.882965 | -12.400583 |
|      1840 | 353.907379 | -17.738773 |
|       850 | 354.146698 | -42.689709 |
|       447 |  354.50354 | -55.978321 |
|      1043 | 354.681488 | -37.185707 |
|      1260 | 355.032959 |  -31.62114 |
|      2657 | 355.256348 |   0.279718 |
|       600 | 355.272156 | -50.801189 |
|      1483 | 355.285065 | -26.053423 |
|      2427 | 355.322021 |  -4.728621 |
|      2201 | 355.385834 |  -9.854187 |
|      1715 | 355.408752 | -20.535267 |
|      1949 | 355.428467 | -15.123565 |
|       751 |  355.86203 | -45.469585 |
|       940 | 356.290894 | -40.006149 |
|      1145 | 356.581726 | -34.460377 |
|      1358 | 356.781158 | -28.888647 |
|      2769 | 356.812805 |   2.688031 |
|      2543 | 356.858002 |  -2.264673 |
|      2315 | 356.902618 |  -7.323661 |
|      1590 | 356.906342 | -23.339149 |
|      2066 | 356.941193 | -12.520789 |
|      1824 |  356.95224 | -17.866943 |
|       385 | 357.016083 | -58.589172 |
|       520 | 357.453827 | -53.470539 |
|       663 | 357.793121 |  -48.20105 |
|       840 | 358.046875 | -42.788605 |
|      1031 | 358.225189 | -37.272568 |
|      1246 | 358.342407 | -31.706739 |
|      2655 | 358.417175 |   0.187414 |
|      1473 | 358.426819 |  -26.14057 |
|      2425 |  358.43988 |  -4.809408 |
|      2183 | 358.461639 |  -9.933713 |
|      1701 | 358.468689 | -20.622986 |
|      1939 | 358.475922 | -15.207618 |
